time="2023-05-11 10:32:14" level=info msg="start server...\r\ngo：http://0.0.0.0:8081"
time="2023-05-11 10:32:53" level=info msg="| 200 |      2.0583ms |             ::1 | GET | / |"
time="2023-05-11 10:41:43" level=info msg="| 200 |      2.2816ms |             ::1 | GET | /setting_modifypass |"
time="2023-05-11 10:41:44" level=info msg="| 200 |      2.2811ms |             ::1 | GET | /setting_avator |"
time="2023-05-11 10:41:44" level=info msg="| 200 |      1.3675ms |             ::1 | GET | /kefuinfo |"
time="2023-05-11 10:41:46" level=info msg="| 200 |      2.4666ms |             ::1 | GET | /setting_config |"
time="2023-05-11 10:41:46" level=info msg="| 200 |      1.5685ms |             ::1 | GET | /configs |"
time="2023-05-11 10:41:46" level=info msg="| 200 |      2.0345ms |             ::1 | GET | /setting_ipblack |"
time="2023-05-11 10:41:46" level=info msg="| 200 |      1.5544ms |             ::1 | GET | /ipblacks_all |"
time="2023-05-11 10:41:47" level=info msg="| 200 |      2.3368ms |             ::1 | GET | /setting_deploy |"
time="2023-05-11 10:41:47" level=info msg="| 200 |      1.7212ms |             ::1 | GET | /setting_config |"
time="2023-05-11 10:41:47" level=info msg="| 200 |      3.2013ms |             ::1 | GET | /configs |"
time="2023-05-11 10:41:50" level=info msg="| 200 |      2.4106ms |             ::1 | GET | /setting_statistics |"
time="2023-05-11 10:41:50" level=info msg="| 200 |      3.1208ms |             ::1 | GET | /statistics |"
time="2023-05-11 10:41:51" level=info msg="| 200 |       1.627ms |             ::1 | GET | /setting_modifypass |"
time="2023-05-11 10:41:52" level=info msg="| 200 |      2.3834ms |             ::1 | GET | /setting_avator |"
time="2023-05-11 10:41:52" level=info msg="| 200 |      1.5367ms |             ::1 | GET | /kefuinfo |"
time="2023-05-11 10:41:54" level=info msg="| 200 |      2.3821ms |             ::1 | GET | /setting_modifypass |"
time="2023-05-11 10:41:54" level=info msg="| 200 |      2.6264ms |             ::1 | GET | /setting_statistics |"
time="2023-05-11 10:41:54" level=info msg="| 200 |      1.3504ms |             ::1 | GET | /statistics |"
time="2023-05-11 10:41:55" level=info msg="| 200 |      2.4738ms |             ::1 | GET | /chat_main |"
time="2023-05-11 10:41:55" level=info msg="| 200 |      1.0275ms |             ::1 | GET | /ipblacks |"
time="2023-05-11 10:41:55" level=info msg="| 200 |      2.2261ms |             ::1 | GET | /kefuinfo |"
time="2023-05-11 10:41:55" level=info msg="| 200 |      1.5445ms |             ::1 | GET | /replys |"
time="2023-05-11 10:41:55" level=info msg="| 200 |      2.0553ms |             ::1 | GET | /visitors_kefu_online |"
time="2023-05-11 10:41:56" level=info msg="| 200 |      1.6496ms |             ::1 | GET | /visitors?page=1 |"
time="2023-05-11 10:41:57" level=info msg="| 200 |      1.8593ms |             ::1 | GET | /visitors_kefu_online |"
time="2023-05-11 10:42:08" level=info msg="| 200 |      1.6643ms |             ::1 | GET | /visitor?visitorId=7d27761c-2470-4679-897d-5fddfb51945c |"
time="2023-05-11 10:42:08" level=info msg="| 200 |      2.5444ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=7d27761c-2470-4679-897d-5fddfb51945c |"
time="2023-05-11 10:42:10" level=info msg="send_kefu_message <nil> {\"type\":\"message\",\"data\":{\"name\":\"智能客服系统\",\"avator\":\"/static/images/4.jpg\",\"id\":\"7d27761c-2470-4679-897d-5fddfb51945c\",\"visitor_id\":\"\",\"group\":\"\",\"time\":\"2023-05-11 10:42:10\",\"to_id\":\"7d27761c-2470-4679-897d-5fddfb51945c\",\"content\":\"666\",\"city\":\"\",\"client_ip\":\"\",\"refer\":\"\",\"is_kefu\":\"yes\"}}"
time="2023-05-11 10:42:10" level=info msg="| 200 |     10.2381ms |             ::1 | POST | /2/message |"
time="2023-05-11 10:42:10" level=info msg="| 404 |            0s |             ::1 | GET | /favicon.ico |"
time="2023-05-11 10:42:28" level=info msg="send_kefu_message <nil> {\"type\":\"message\",\"data\":{\"name\":\"智能客服系统\",\"avator\":\"/static/images/4.jpg\",\"id\":\"7d27761c-2470-4679-897d-5fddfb51945c\",\"visitor_id\":\"\",\"group\":\"\",\"time\":\"2023-05-11 10:42:28\",\"to_id\":\"7d27761c-2470-4679-897d-5fddfb51945c\",\"content\":\"你好，请问有什么可以帮助您\",\"city\":\"\",\"client_ip\":\"\",\"refer\":\"\",\"is_kefu\":\"yes\"}}"
time="2023-05-11 10:42:28" level=info msg="| 200 |     35.8428ms |             ::1 | POST | /2/message |"
time="2023-05-11 10:42:43" level=info msg="| 200 |    308.2287ms |             ::1 | GET | /visitors?page=1 |"
time="2023-05-11 10:42:44" level=info msg="| 200 |      1.2696ms |             ::1 | GET | /visitor?visitorId=7d27761c-2470-4679-897d-5fddfb51945c |"
time="2023-05-11 10:42:45" level=info msg="| 200 |    304.0792ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=7d27761c-2470-4679-897d-5fddfb51945c |"
time="2023-05-11 10:42:45" level=info msg="| 200 |      3.7456ms |             ::1 | GET | /visitors_kefu_online |"
time="2023-05-11 10:43:12" level=info msg="| 200 |      2.0634ms |             ::1 | GET | /setting |"
time="2023-05-11 10:43:12" level=info msg="| 200 | 1m17.0382513s |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTY4Mzc3Mjg5Niwia2VmdV9pZCI6MSwibmFtZSI6ImtlZnUyIiwicm9sZV9pZCI6MSwidHlwZSI6ImtlZnUifQ.eRvj6bCTgXhXplSImchg2MbrZjhQZK1ZGSda4npAo3M |"
time="2023-05-11 10:43:12" level=info msg="| 200 |      2.3115ms |             ::1 | GET | /setting_statistics |"
time="2023-05-11 10:43:12" level=info msg="| 200 |      1.5096ms |             ::1 | GET | /statistics |"
time="2023-05-11 10:43:13" level=info msg="| 200 |      1.5932ms |             ::1 | GET | /setting_modifypass |"
time="2023-05-11 10:43:14" level=info msg="| 200 |      3.0849ms |             ::1 | GET | /setting_avator |"
time="2023-05-11 10:43:14" level=info msg="| 200 |      2.2116ms |             ::1 | GET | /kefuinfo |"
time="2023-05-11 10:43:16" level=info msg="| 200 |      2.0493ms |             ::1 | GET | /setting_ipblack |"
time="2023-05-11 10:43:16" level=info msg="| 200 |      3.7368ms |             ::1 | GET | /ipblacks_all |"
time="2023-05-11 10:43:17" level=info msg="| 200 |      2.3539ms |             ::1 | GET | /setting_config |"
time="2023-05-11 10:43:17" level=info msg="| 200 |      1.4306ms |             ::1 | GET | /configs |"
time="2023-05-11 10:43:19" level=info msg="| 200 |      2.7102ms |             ::1 | GET | /setting_deploy |"
time="2023-05-11 10:43:24" level=info msg="| 200 |      4.0586ms |             ::1 | GET | /chat_main |"
time="2023-05-11 10:43:24" level=info msg="| 200 |      1.0328ms |             ::1 | GET | /visitors_kefu_online |"
time="2023-05-11 10:43:24" level=info msg="| 200 |      1.4916ms |             ::1 | GET | /kefuinfo |"
time="2023-05-11 10:43:24" level=info msg="| 200 |    310.8252ms |             ::1 | GET | /ipblacks |"
time="2023-05-11 10:43:24" level=info msg="| 200 |    311.9306ms |             ::1 | GET | /replys |"
time="2023-05-11 10:43:26" level=info msg="| 200 |      2.9747ms |             ::1 | GET | /setting |"
time="2023-05-11 10:43:26" level=info msg="| 200 |    1.9834967s |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTY4Mzc3Mjg5Niwia2VmdV9pZCI6MSwibmFtZSI6ImtlZnUyIiwicm9sZV9pZCI6MSwidHlwZSI6ImtlZnUifQ.eRvj6bCTgXhXplSImchg2MbrZjhQZK1ZGSda4npAo3M |"
time="2023-05-11 10:43:26" level=info msg="| 200 |      3.6432ms |             ::1 | GET | /setting_statistics |"
time="2023-05-11 10:43:26" level=info msg="| 200 |      2.2955ms |             ::1 | GET | /statistics |"
time="2023-05-11 10:43:27" level=info msg="| 200 |      2.7818ms |             ::1 | GET | /chat_main |"
time="2023-05-11 10:43:27" level=info msg="| 200 |      1.1301ms |             ::1 | GET | /ipblacks |"
time="2023-05-11 10:43:27" level=info msg="| 200 |      1.9005ms |             ::1 | GET | /kefuinfo |"
time="2023-05-11 10:43:27" level=info msg="| 200 |      1.6415ms |             ::1 | GET | /replys |"
time="2023-05-11 10:43:27" level=info msg="| 200 |      3.1718ms |             ::1 | GET | /visitors_kefu_online |"
time="2023-05-11 10:44:03" level=info msg="send_kefu_message <nil> {\"type\":\"message\",\"data\":{\"name\":\"匿名网友\",\"avator\":\"/static/images/2.png\",\"id\":\"7d27761c-2470-4679-897d-5fddfb51945c\",\"visitor_id\":\"\",\"group\":\"\",\"time\":\"2023-05-11 10:44:03\",\"to_id\":\"kefu2\",\"content\":\"face[哈哈]\",\"city\":\"\",\"client_ip\":\"\",\"refer\":\"\",\"is_kefu\":\"no\"}}"
time="2023-05-11 10:44:03" level=info msg="| 200 |     15.9268ms |             ::1 | POST | /2/message |"
time="2023-05-11 10:44:07" level=info msg="| 200 |         877µs |             ::1 | GET | /visitor?visitorId=7d27761c-2470-4679-897d-5fddfb51945c |"
time="2023-05-11 10:44:07" level=info msg="| 200 |       1.587ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=7d27761c-2470-4679-897d-5fddfb51945c |"
time="2023-05-11 10:45:28" level=info msg="| 200 |      2.6802ms |             ::1 | GET | /visitors_kefu_online |"
time="2023-05-11 10:46:31" level=info msg="| 200 |       2.559ms |      10.10.10.6 | GET | / |"
time="2023-05-11 10:46:32" level=info msg="| 404 |            0s |      10.10.10.6 | GET | /favicon.ico |"
time="2023-05-11 10:46:40" level=info msg="| 200 |      2.5775ms |      10.10.10.6 | GET | /chatIndex?kefu_id=kefu2 |"
time="2023-05-11 10:46:41" level=info msg="| 200 |      25.611ms |      10.10.10.6 | POST | /visitor_login |"
time="2023-05-11 10:46:41" level=info msg="send_kefu_message <nil> {\"type\":\"notice\",\"data\":{\"avator\":\"/static/images/1.png\",\"content\":\"局域网局域网网友来了\",\"username\":\"局域网局域网网友\"}}"
time="2023-05-11 10:46:41" level=info msg="send_kefu_message <nil> {\"type\":\"userOnline\",\"data\":{\"avator\":\"/static/images/1.png\",\"last_message\":\"新访客\",\"uid\":\"432c2270-0844-4b10-b7eb-2536f3496566\",\"username\":\"局域网局域网网友\"}}"
time="2023-05-11 10:46:41" level=info msg="| 200 |      1.4196ms |      10.10.10.6 | GET | /2/messagesPages?page=1&pagesize=5&visitor_id=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:46:41" level=info msg="| 200 |       550.2µs |      10.10.10.6 | GET | /notice?kefu_id=kefu2 |"
time="2023-05-11 10:46:41" level=info msg="send_kefu_message <nil> {\"type\":\"userOnline\",\"data\":{\"avator\":\"/static/images/1.png\",\"last_message\":\"新访客\",\"uid\":\"432c2270-0844-4b10-b7eb-2536f3496566\",\"username\":\"局域网局域网网友\"}}"
time="2023-05-11 10:46:53" level=info msg="| 200 |       991.6µs |             ::1 | GET | /visitor?visitorId=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:46:53" level=info msg="| 200 |      1.5381ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:46:58" level=info msg="| 200 |       1.268ms |             ::1 | GET | /visitor?visitorId=7d27761c-2470-4679-897d-5fddfb51945c |"
time="2023-05-11 10:46:58" level=info msg="| 200 |      2.3087ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=7d27761c-2470-4679-897d-5fddfb51945c |"
time="2023-05-11 10:46:59" level=info msg="| 200 |      1.2148ms |             ::1 | GET | /visitor?visitorId=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:46:59" level=info msg="| 200 |      1.6639ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:47:01" level=info msg="| 200 |      1.1688ms |             ::1 | GET | /visitor?visitorId=7d27761c-2470-4679-897d-5fddfb51945c |"
time="2023-05-11 10:47:01" level=info msg="| 200 |      1.9824ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=7d27761c-2470-4679-897d-5fddfb51945c |"
time="2023-05-11 10:47:03" level=info msg="| 200 |      1.0939ms |             ::1 | GET | /visitor?visitorId=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:47:03" level=info msg="| 200 |       1.805ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:47:24" level=info msg="send_kefu_message <nil> {\"type\":\"message\",\"data\":{\"name\":\"局域网局域网网友\",\"avator\":\"/static/images/1.png\",\"id\":\"432c2270-0844-4b10-b7eb-2536f3496566\",\"visitor_id\":\"\",\"group\":\"\",\"time\":\"2023-05-11 10:47:24\",\"to_id\":\"kefu2\",\"content\":\"你好，在吗\",\"city\":\"\",\"client_ip\":\"\",\"refer\":\"\",\"is_kefu\":\"no\"}}"
time="2023-05-11 10:47:24" level=info msg="| 200 |     23.5985ms |      10.10.10.6 | POST | /2/message |"
time="2023-05-11 10:47:27" level=info msg="| 200 |      1.5958ms |             ::1 | GET | /visitors_kefu_online |"
time="2023-05-11 10:47:32" level=info msg="send_kefu_message <nil> {\"type\":\"message\",\"data\":{\"name\":\"智能客服系统\",\"avator\":\"/static/images/4.jpg\",\"id\":\"432c2270-0844-4b10-b7eb-2536f3496566\",\"visitor_id\":\"\",\"group\":\"\",\"time\":\"2023-05-11 10:47:32\",\"to_id\":\"432c2270-0844-4b10-b7eb-2536f3496566\",\"content\":\"？？\",\"city\":\"\",\"client_ip\":\"\",\"refer\":\"\",\"is_kefu\":\"yes\"}}"
time="2023-05-11 10:47:32" level=info msg="| 200 |     15.6018ms |             ::1 | POST | /2/message |"
time="2023-05-11 10:47:45" level=info msg="| 200 |    316.0921ms |             ::1 | GET | /visitor?visitorId=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:47:45" level=info msg="| 200 |    317.4937ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:47:46" level=info msg="| 200 |      1.0962ms |             ::1 | GET | /visitor?visitorId=7d27761c-2470-4679-897d-5fddfb51945c |"
time="2023-05-11 10:47:46" level=info msg="| 200 |      1.6776ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=7d27761c-2470-4679-897d-5fddfb51945c |"
time="2023-05-11 10:47:48" level=info msg="| 200 |       968.1µs |             ::1 | GET | /visitor?visitorId=7d27761c-2470-4679-897d-5fddfb51945c |"
time="2023-05-11 10:47:48" level=info msg="| 200 |      1.5864ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=7d27761c-2470-4679-897d-5fddfb51945c |"
time="2023-05-11 10:47:50" level=info msg="| 200 |      1.7122ms |             ::1 | GET | /visitor?visitorId=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:47:50" level=info msg="| 200 |      1.5717ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:49:04" level=info msg="| 200 |    312.0458ms |      10.10.10.6 | POST | /uploadfile |"
time="2023-05-11 10:49:04" level=info msg="send_kefu_message <nil> {\"type\":\"message\",\"data\":{\"name\":\"局域网局域网网友\",\"avator\":\"/static/images/1.png\",\"id\":\"432c2270-0844-4b10-b7eb-2536f3496566\",\"visitor_id\":\"\",\"group\":\"\",\"time\":\"2023-05-11 10:49:04\",\"to_id\":\"kefu2\",\"content\":\"attachment[{\\\"name\\\":\\\"-5797289432884293611_109.jpg\\\",\\\"ext\\\":\\\".jpg\\\",\\\"size\\\":3871,\\\"path\\\":\\\"/static/upload/2023May/e28e832d182d1cf939e353af5e2d66b7.jpg\\\"}]\",\"city\":\"\",\"client_ip\":\"\",\"refer\":\"\",\"is_kefu\":\"no\"}}"
time="2023-05-11 10:49:04" level=info msg="| 200 |     16.0479ms |      10.10.10.6 | POST | /2/message |"
time="2023-05-11 10:49:27" level=info msg="| 200 |      2.0135ms |             ::1 | GET | /visitors_kefu_online |"
time="2023-05-11 10:49:34" level=info msg="| 200 |     11.3294ms |      10.10.10.6 | POST | /uploadimg |"
time="2023-05-11 10:49:35" level=info msg="send_kefu_message <nil> {\"type\":\"message\",\"data\":{\"name\":\"局域网局域网网友\",\"avator\":\"/static/images/1.png\",\"id\":\"432c2270-0844-4b10-b7eb-2536f3496566\",\"visitor_id\":\"\",\"group\":\"\",\"time\":\"2023-05-11 10:49:35\",\"to_id\":\"kefu2\",\"content\":\"img[/static/upload/2023May/a7626c861e7527ffe14b32e6302e402a.png]\",\"city\":\"\",\"client_ip\":\"\",\"refer\":\"\",\"is_kefu\":\"no\"}}"
time="2023-05-11 10:49:35" level=info msg="| 200 |      9.4503ms |      10.10.10.6 | POST | /2/message |"
time="2023-05-11 10:50:00" level=info msg="| 200 |      1.5251ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:50:01" level=info msg="| 200 |    308.5949ms |             ::1 | GET | /visitor?visitorId=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:50:01" level=info msg="| 200 |       523.9µs |             ::1 | GET | /visitor?visitorId=7d27761c-2470-4679-897d-5fddfb51945c |"
time="2023-05-11 10:50:01" level=info msg="| 200 |      1.8148ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=7d27761c-2470-4679-897d-5fddfb51945c |"
time="2023-05-11 10:50:02" level=info msg="| 200 |       973.1µs |             ::1 | GET | /visitor?visitorId=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:50:02" level=info msg="| 200 |      1.4423ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:50:03" level=info msg="| 200 |      2.7837ms |             ::1 | GET | /setting |"
time="2023-05-11 10:50:03" level=info msg="| 200 | 6m36.4449295s |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTY4Mzc3Mjg5Niwia2VmdV9pZCI6MSwibmFtZSI6ImtlZnUyIiwicm9sZV9pZCI6MSwidHlwZSI6ImtlZnUifQ.eRvj6bCTgXhXplSImchg2MbrZjhQZK1ZGSda4npAo3M |"
time="2023-05-11 10:50:03" level=info msg="| 200 |      1.9119ms |             ::1 | GET | /setting_statistics |"
time="2023-05-11 10:50:03" level=info msg="| 200 |      1.8457ms |             ::1 | GET | /statistics |"
time="2023-05-11 10:50:07" level=info msg="| 200 |      2.2867ms |             ::1 | GET | /setting_modifypass |"
time="2023-05-11 10:50:08" level=info msg="| 200 |      3.4176ms |             ::1 | GET | /setting_statistics |"
time="2023-05-11 10:50:08" level=info msg="| 200 |      3.7434ms |             ::1 | GET | /statistics |"
time="2023-05-11 10:50:09" level=info msg="| 200 |      2.6544ms |             ::1 | GET | /setting_modifypass |"
time="2023-05-11 10:50:10" level=info msg="| 200 |      2.8475ms |             ::1 | GET | /setting_statistics |"
time="2023-05-11 10:50:10" level=info msg="| 200 |      1.4411ms |             ::1 | GET | /statistics |"
time="2023-05-11 10:50:10" level=info msg="| 200 |       2.343ms |             ::1 | GET | /setting_modifypass |"
time="2023-05-11 10:50:12" level=info msg="| 200 |      3.1478ms |             ::1 | GET | /setting_config |"
time="2023-05-11 10:50:12" level=info msg="| 200 |      1.8818ms |             ::1 | GET | /configs |"
time="2023-05-11 10:50:34" level=info msg="| 200 |      2.7842ms |             ::1 | GET | /chat_main |"
time="2023-05-11 10:50:34" level=info msg="| 200 |       678.1µs |             ::1 | GET | /ipblacks |"
time="2023-05-11 10:50:34" level=info msg="| 200 |    314.7387ms |             ::1 | GET | /kefuinfo |"
time="2023-05-11 10:50:34" level=info msg="| 200 |    314.5601ms |             ::1 | GET | /replys |"
time="2023-05-11 10:50:34" level=info msg="| 200 |    315.0716ms |             ::1 | GET | /visitors_kefu_online |"
time="2023-05-11 10:50:37" level=info msg="| 200 |      2.1273ms |             ::1 | GET | /setting |"
time="2023-05-11 10:50:37" level=info msg="| 200 |    2.9574366s |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTY4Mzc3Mjg5Niwia2VmdV9pZCI6MSwibmFtZSI6ImtlZnUyIiwicm9sZV9pZCI6MSwidHlwZSI6ImtlZnUifQ.eRvj6bCTgXhXplSImchg2MbrZjhQZK1ZGSda4npAo3M |"
time="2023-05-11 10:50:37" level=info msg="| 200 |      2.5769ms |             ::1 | GET | /setting_statistics |"
time="2023-05-11 10:50:37" level=info msg="| 200 |      2.2143ms |             ::1 | GET | /statistics |"
time="2023-05-11 10:50:40" level=info msg="| 200 |      2.1385ms |             ::1 | GET | /setting_deploy |"
time="2023-05-11 10:50:52" level=info msg="| 200 |      2.1371ms |             ::1 | GET | /setting_ipblack |"
time="2023-05-11 10:50:52" level=info msg="| 200 |      1.1725ms |             ::1 | GET | /ipblacks_all |"
time="2023-05-11 10:50:53" level=info msg="| 200 |      1.9174ms |             ::1 | GET | /setting_config |"
time="2023-05-11 10:50:53" level=info msg="| 200 |      1.2025ms |             ::1 | GET | /configs |"
time="2023-05-11 10:51:13" level=info msg="| 200 |       2.764ms |             ::1 | GET | /chat_main |"
time="2023-05-11 10:51:14" level=info msg="| 200 |       518.2µs |             ::1 | GET | /ipblacks |"
time="2023-05-11 10:51:14" level=info msg="| 200 |       1.063ms |             ::1 | GET | /visitors_kefu_online |"
time="2023-05-11 10:51:14" level=info msg="| 200 |      2.4409ms |             ::1 | GET | /kefuinfo |"
time="2023-05-11 10:51:14" level=info msg="| 200 |    317.2524ms |             ::1 | GET | /replys |"
time="2023-05-11 10:51:15" level=info msg="| 200 |      2.3486ms |             ::1 | GET | /visitors?page=1 |"
time="2023-05-11 10:51:16" level=info msg="| 200 |      1.4927ms |             ::1 | GET | /visitor?visitorId=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:51:16" level=info msg="| 200 |      2.9354ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:51:18" level=info msg="| 200 |      1.2089ms |             ::1 | GET | /visitor?visitorId=7d27761c-2470-4679-897d-5fddfb51945c |"
time="2023-05-11 10:51:18" level=info msg="| 200 |      1.6893ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=7d27761c-2470-4679-897d-5fddfb51945c |"
time="2023-05-11 10:51:20" level=info msg="| 200 |      1.2505ms |             ::1 | GET | /visitor?visitorId=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:51:20" level=info msg="| 200 |      2.2608ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=432c2270-0844-4b10-b7eb-2536f3496566 |"
time="2023-05-11 10:51:24" level=info msg="| 200 |      2.5068ms |             ::1 | GET | /setting |"
time="2023-05-11 10:51:24" level=info msg="| 200 |   10.9220937s |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTY4Mzc3Mjg5Niwia2VmdV9pZCI6MSwibmFtZSI6ImtlZnUyIiwicm9sZV9pZCI6MSwidHlwZSI6ImtlZnUifQ.eRvj6bCTgXhXplSImchg2MbrZjhQZK1ZGSda4npAo3M |"
time="2023-05-11 10:51:24" level=info msg="| 200 |      3.1409ms |             ::1 | GET | /setting_statistics |"
time="2023-05-11 10:51:25" level=info msg="| 200 |      2.1328ms |             ::1 | GET | /statistics |"
